mirna	contrast	model	n_targets_total	n_targets_tested	n_targets_DE	n_targets_up	n_targets_down	fisher_odds_ratio	fisher_p_value	mean_target_logFC	median_target_logFC	inferred_activity	mirna_family	mirna_function	spaceflight_relevance	target_genes	de_target_genes	fisher_fdr
miR167	Light_lightunspecified	factorial	3	3	1	0	1	5.307850296668188	0.23675602032250243	-0.8278189370552916	-0.780378198528663	UP (targets suppressed)	ARF6/ARF8	Auxin signaling, root development, flower development	ARF6/8 regulate lateral root initiation; auxin redistribution in microgravity affects root architecture	AT1G30330;AT2G33810;AT5G37020	AT2G33810	1.0
miR169	Light_lightunspecified	factorial	4	4	0	0	0	0.0	1.0	0.0857996320985793	0.1142644147479916	UNCHANGED	NF-YA (nuclear factor Y, subunit A)	Drought stress, ABA signaling, flowering	NF-YA regulates drought stress; spaceflight induces stress-like transcriptional responses	AT1G54160;AT5G12840;AT3G05690;AT3G20910		1.0
miR171	Light_lightunspecified	factorial	4	4	1	0	1	3.5384147269131296	0.30249396937763307	-0.9979997526947652	-0.474588748367865	UP (targets suppressed)	SCL6/SCL22/SCL27 (GRAS domain)	Meristem maintenance, leaf development	Meristem function is altered in microgravity	AT2G45160;AT3G60150;AT4G00150;AT1G69170	AT3G60150	1.0
miR172	Light_lightunspecified	factorial	4	4	0	0	0	0.0	1.0	0.07574522177235375	0.128339180437582	UNCHANGED	AP2/TOE1/TOE2/SMZ	Flowering time, floral identity	Flowering time is altered in spaceflight	AT2G28550;AT5G67030;AT4G36920;AT5G11560		1.0
miR319	Light_lightunspecified	factorial	4	4	1	0	1	3.5384147269131296	0.30249396937763307	-0.683649479218896	-0.563261236010371	UP (targets suppressed)	TCP2/TCP3/TCP4/TCP10	Leaf development, jasmonate biosynthesis	TCPs regulate leaf morphology; spaceflight affects leaf development	AT1G53230;AT2G31070;AT3G15030;AT5G08310	AT2G31070	1.0
miR393	Light_lightunspecified	factorial	4	4	0	0	0	0.0	1.0	-0.06821255898628159	-0.05727268362286575	UNCHANGED	TIR1/AFB2/AFB3 (auxin receptors)	Auxin perception, stress response	TIR1 is the auxin receptor; miR393-mediated downregulation would alter auxin sensitivity in microgravity	AT3G62980;AT5G44750;AT5G64360;AT2G39360		1.0
miR396	Light_lightunspecified	factorial	5	5	0	0	0	0.0	1.0	-0.12545166890697076	0.0427535401028352	UNCHANGED	GRF1-7 (GROWTH REGULATING FACTOR)	Leaf growth, root development	GRFs regulate organ growth; spaceflight alters growth patterns	AT2G36400;AT4G24150;AT5G53460;AT3G46980;AT5G07680		1.0
miR397	Light_lightunspecified	factorial	3	3	0	0	0	0.0	1.0	-0.13990781231308191	-0.214781948168881	UNCHANGED	LAC2/LAC4/LAC17 (laccases)	Lignin biosynthesis, secondary cell wall	Cell wall remodeling occurs in microgravity; lignin deposition is altered	AT2G40370;AT2G46570;AT5G05990		1.0
miR398	Light_lightunspecified	factorial	3	3	0	0	0	0.0	1.0	0.277707168616886	0.361027655417394	UNCHANGED	CSD1/CSD2/CCS (Cu/Zn superoxide dismutases)	Oxidative stress response	Oxidative stress is a major spaceflight stress; miR398 downregulation would increase CSD levels	AT1G08830;AT2G28190;AT5G18100		1.0
miR408	Light_lightunspecified	factorial	2	2	1	0	1	10.616157005933363	0.1648255502484205	-1.4584592675240151	-1.4584592675240151	UP (targets suppressed)	Plantacyanin, laccase	Copper homeostasis, cell wall	Cell wall remodeling in microgravity	AT2G44790;AT5G20230	AT5G20230	1.0
miR157	Light_lightunspecified	factorial	4	4	1	0	1	3.5384147269131296	0.30249396937763307	-0.853216520857821	-0.8398132659318229	UP (targets suppressed)	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing	Same as miR156	AT2G42200;AT5G43270;AT1G20980;AT2G33810	AT2G33810	1.0
miR158	Light_lightunspecified	factorial	2	2	0	0	0	0.0	1.0	-0.7363875478357955	-0.7363875478357955	UP (targets suppressed)	PPR (pentatricopeptide repeat)	RNA processing in organelles	Organelle function may be affected in microgravity	AT1G06580;AT1G62670		1.0
miR395	Light_lightunspecified	factorial	4	4	0	0	0	0.0	1.0	0.10282391765410899	0.189799112333588	UNCHANGED	APS1/APS3/APS4/SULTR2;1	Sulfate assimilation and transport	Nutrient metabolism may be altered in spaceflight	AT3G22890;AT5G67500;AT1G80840;AT3G22890		1.0
miR156	Ecotype_ecotype_simpleWS	factorial	8	8	4	2	2	12.028673835125447	0.0018952791668675974	0.0017296747964844206	0.2506266089678978	UNCHANGED	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing, vegetative phase change	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing	AT2G42200;AT5G43270;AT1G20980;AT2G33810;AT3G15270;AT1G53160;AT5G50570;AT1G28550	AT3G15270;AT5G50570;AT5G43270;AT2G33810	1.0
miR159	Ecotype_ecotype_simpleWS	factorial	4	4	0	0	0	0.0	1.0	0.258522550990097	0.0906468651754896	UNCHANGED	MYB33/MYB65/GAMYB	ABA signaling, germination, stress response	ABA signaling is altered in microgravity; miR159 is a key ABA-responsive miRNA	AT1G66370;AT2G42200;AT5G06100;AT3G11400		1.0
miR160	Ecotype_ecotype_simpleWS	factorial	3	3	0	0	0	0.0	1.0	-0.08898006764942518	-0.0043384897044972	UNCHANGED	ARF10/ARF16/ARF17	Auxin signaling, root cap formation, leaf development	Auxin redistribution is central to gravitropic response; ARF10/16/17 regulate root gravitropism	AT2G28350;AT4G30080;AT1G77850		1.0
miR164	Ecotype_ecotype_simpleWS	factorial	4	4	1	0	1	4.003578732106339	0.2738751558302928	-0.3110296353675277	-0.11139234176897934	UP (targets suppressed)	NAC1/CUC1/CUC2	Lateral root development, organ boundary formation	Lateral root development is altered in microgravity; NAC1 mediates auxin signaling in roots	AT1G56010;AT5G61430;AT5G07680;AT3G15170	AT1G56010	1.0
miR165	Ecotype_ecotype_simpleWS	factorial	4	4	0	0	0	0.0	1.0	0.05645765090678495	0.0894558673464534	UNCHANGED	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development, meristem	Vascular patterning may be affected by altered auxin flow in microgravity	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR166	Ecotype_ecotype_simpleWS	factorial	4	4	0	0	0	0.0	1.0	0.05645765090678495	0.0894558673464534	UNCHANGED	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development	Same as miR165	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR167	Ecotype_ecotype_simpleWS	factorial	3	3	1	1	0	6.00562372188139	0.21338793325164743	0.5151099456996574	0.38897424531512	DOWN (targets de-repressed)	ARF6/ARF8	Auxin signaling, root development, flower development	ARF6/8 regulate lateral root initiation; auxin redistribution in microgravity affects root architecture	AT1G30330;AT2G33810;AT5G37020	AT2G33810	1.0
miR169	Ecotype_ecotype_simpleWS	factorial	4	4	0	0	0	0.0	1.0	0.06075160502103583	0.08452280888090115	UNCHANGED	NF-YA (nuclear factor Y, subunit A)	Drought stress, ABA signaling, flowering	NF-YA regulates drought stress; spaceflight induces stress-like transcriptional responses	AT1G54160;AT5G12840;AT3G05690;AT3G20910		1.0
miR171	Ecotype_ecotype_simpleWS	factorial	4	4	1	0	1	4.003578732106339	0.2738751558302928	-0.8352386531763294	-0.18553320040272275	UP (targets suppressed)	SCL6/SCL22/SCL27 (GRAS domain)	Meristem maintenance, leaf development	Meristem function is altered in microgravity	AT2G45160;AT3G60150;AT4G00150;AT1G69170	AT3G60150	1.0
miR172	Ecotype_ecotype_simpleWS	factorial	4	4	0	0	0	0.0	1.0	-0.23045874977272374	-0.2324250198710225	UNCHANGED	AP2/TOE1/TOE2/SMZ	Flowering time, floral identity	Flowering time is altered in spaceflight	AT2G28550;AT5G67030;AT4G36920;AT5G11560		1.0
miR319	Ecotype_ecotype_simpleWS	factorial	4	4	0	0	0	0.0	1.0	0.09107792144126317	0.10727060506609536	UNCHANGED	TCP2/TCP3/TCP4/TCP10	Leaf development, jasmonate biosynthesis	TCPs regulate leaf morphology; spaceflight affects leaf development	AT1G53230;AT2G31070;AT3G15030;AT5G08310		1.0
miR393	Ecotype_ecotype_simpleWS	factorial	4	4	0	0	0	0.0	1.0	-0.17987930094676033	-0.146107786250991	UNCHANGED	TIR1/AFB2/AFB3 (auxin receptors)	Auxin perception, stress response	TIR1 is the auxin receptor; miR393-mediated downregulation would alter auxin sensitivity in microgravity	AT3G62980;AT5G44750;AT5G64360;AT2G39360		1.0
miR396	Ecotype_ecotype_simpleWS	factorial	5	5	1	0	1	3.0025562372188137	0.3297133545823111	-0.19342647691029174	-0.0038111211106097	UNCHANGED	GRF1-7 (GROWTH REGULATING FACTOR)	Leaf growth, root development	GRFs regulate organ growth; spaceflight alters growth patterns	AT2G36400;AT4G24150;AT5G53460;AT3G46980;AT5G07680	AT3G46980	1.0
miR397	Ecotype_ecotype_simpleWS	factorial	3	3	0	0	0	0.0	1.0	-0.011882626192264675	-0.118962749924718	UNCHANGED	LAC2/LAC4/LAC17 (laccases)	Lignin biosynthesis, secondary cell wall	Cell wall remodeling occurs in microgravity; lignin deposition is altered	AT2G40370;AT2G46570;AT5G05990		1.0
miR398	Ecotype_ecotype_simpleWS	factorial	3	3	0	0	0	0.0	1.0	0.10272641053896797	0.0536883899145386	UNCHANGED	CSD1/CSD2/CCS (Cu/Zn superoxide dismutases)	Oxidative stress response	Oxidative stress is a major spaceflight stress; miR398 downregulation would increase CSD levels	AT1G08830;AT2G28190;AT5G18100		1.0
miR408	Ecotype_ecotype_simpleWS	factorial	2	2	0	0	0	0.0	1.0	-0.17965367510206018	-0.17965367510206018	UNCHANGED	Plantacyanin, laccase	Copper homeostasis, cell wall	Cell wall remodeling in microgravity	AT2G44790;AT5G20230		1.0
miR157	Ecotype_ecotype_simpleWS	factorial	4	4	2	1	1	12.017391304347827	0.031926265515711205	0.12847689685523364	0.4738526389050373	UNCHANGED	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing	Same as miR156	AT2G42200;AT5G43270;AT1G20980;AT2G33810	AT5G43270;AT2G33810	1.0
miR158	Ecotype_ecotype_simpleWS	factorial	2	2	0	0	0	0.0	1.0	0.0205313421098135	0.0205313421098135	UNCHANGED	PPR (pentatricopeptide repeat)	RNA processing in organelles	Organelle function may be affected in microgravity	AT1G06580;AT1G62670		1.0
miR395	Ecotype_ecotype_simpleWS	factorial	4	4	0	0	0	0.0	1.0	-0.40481133193859703	-0.449610417205328	UP (targets suppressed)	APS1/APS3/APS4/SULTR2;1	Sulfate assimilation and transport	Nutrient metabolism may be altered in spaceflight	AT3G22890;AT5G67500;AT1G80840;AT3G22890		1.0
miR156	Ecotype_ecotype_simpleother	factorial	8	8	1	1	0	0.8560436540650885	0.7091080962897942	0.08359582707396812	0.567987134628537	UNCHANGED	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing, vegetative phase change	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing	AT2G42200;AT5G43270;AT1G20980;AT2G33810;AT3G15270;AT1G53160;AT5G50570;AT1G28550	AT2G33810	1.0
miR159	Ecotype_ecotype_simpleother	factorial	4	4	0	0	0	0.0	1.0	0.42094145324911847	0.382184164613014	DOWN (targets de-repressed)	MYB33/MYB65/GAMYB	ABA signaling, germination, stress response	ABA signaling is altered in microgravity; miR159 is a key ABA-responsive miRNA	AT1G66370;AT2G42200;AT5G06100;AT3G11400		1.0
miR160	Ecotype_ecotype_simpleother	factorial	3	3	0	0	0	0.0	1.0	0.09733443713102556	0.106656654352259	UNCHANGED	ARF10/ARF16/ARF17	Auxin signaling, root cap formation, leaf development	Auxin redistribution is central to gravitropic response; ARF10/16/17 regulate root gravitropism	AT2G28350;AT4G30080;AT1G77850		1.0
miR164	Ecotype_ecotype_simpleother	factorial	4	4	1	0	1	1.9978015938444629	0.460627746014215	-0.278973625000987	0.014253624869467997	UNCHANGED	NAC1/CUC1/CUC2	Lateral root development, organ boundary formation	Lateral root development is altered in microgravity; NAC1 mediates auxin signaling in roots	AT1G56010;AT5G61430;AT5G07680;AT3G15170	AT1G56010	1.0
miR165	Ecotype_ecotype_simpleother	factorial	4	4	0	0	0	0.0	1.0	-0.15563764877528077	-0.23093998468348403	UNCHANGED	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development, meristem	Vascular patterning may be affected by altered auxin flow in microgravity	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR166	Ecotype_ecotype_simpleother	factorial	4	4	0	0	0	0.0	1.0	-0.15563764877528077	-0.23093998468348403	UNCHANGED	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development	Same as miR165	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR167	Ecotype_ecotype_simpleother	factorial	3	3	1	1	0	2.996839791151415	0.37060871783868726	0.8911550179924129	0.746681004566744	DOWN (targets de-repressed)	ARF6/ARF8	Auxin signaling, root development, flower development	ARF6/8 regulate lateral root initiation; auxin redistribution in microgravity affects root architecture	AT1G30330;AT2G33810;AT5G37020	AT2G33810	1.0
miR169	Ecotype_ecotype_simpleother	factorial	4	4	0	0	0	0.0	1.0	-0.06270942392697199	-0.026588623373649506	UNCHANGED	NF-YA (nuclear factor Y, subunit A)	Drought stress, ABA signaling, flowering	NF-YA regulates drought stress; spaceflight induces stress-like transcriptional responses	AT1G54160;AT5G12840;AT3G05690;AT3G20910		1.0
miR171	Ecotype_ecotype_simpleother	factorial	4	4	2	0	2	5.9953271028037385	0.10055163331210445	-0.7393136623347002	-0.5223215314930141	UP (targets suppressed)	SCL6/SCL22/SCL27 (GRAS domain)	Meristem maintenance, leaf development	Meristem function is altered in microgravity	AT2G45160;AT3G60150;AT4G00150;AT1G69170	AT3G60150;AT4G00150	1.0
miR172	Ecotype_ecotype_simpleother	factorial	4	4	0	0	0	0.0	1.0	0.06549935603653427	0.1570031134988965	UNCHANGED	AP2/TOE1/TOE2/SMZ	Flowering time, floral identity	Flowering time is altered in spaceflight	AT2G28550;AT5G67030;AT4G36920;AT5G11560		1.0
miR319	Ecotype_ecotype_simpleother	factorial	4	4	0	0	0	0.0	1.0	0.48086080864048325	0.6296435548708139	DOWN (targets de-repressed)	TCP2/TCP3/TCP4/TCP10	Leaf development, jasmonate biosynthesis	TCPs regulate leaf morphology; spaceflight affects leaf development	AT1G53230;AT2G31070;AT3G15030;AT5G08310		1.0
miR393	Ecotype_ecotype_simpleother	factorial	4	4	0	0	0	0.0	1.0	-0.0881868754220005	-0.0868822875653665	UNCHANGED	TIR1/AFB2/AFB3 (auxin receptors)	Auxin perception, stress response	TIR1 is the auxin receptor; miR393-mediated downregulation would alter auxin sensitivity in microgravity	AT3G62980;AT5G44750;AT5G64360;AT2G39360		1.0
miR396	Ecotype_ecotype_simpleother	factorial	5	5	2	1	1	3.9967014843320507	0.1520395886000521	-0.020251850875931794	0.101392396331332	UNCHANGED	GRF1-7 (GROWTH REGULATING FACTOR)	Leaf growth, root development	GRFs regulate organ growth; spaceflight alters growth patterns	AT2G36400;AT4G24150;AT5G53460;AT3G46980;AT5G07680	AT4G24150;AT3G46980	1.0
miR397	Ecotype_ecotype_simpleother	factorial	3	3	0	0	0	0.0	1.0	0.059397727908281996	0.049443342297457	UNCHANGED	LAC2/LAC4/LAC17 (laccases)	Lignin biosynthesis, secondary cell wall	Cell wall remodeling occurs in microgravity; lignin deposition is altered	AT2G40370;AT2G46570;AT5G05990		1.0
miR398	Ecotype_ecotype_simpleother	factorial	3	3	0	0	0	0.0	1.0	0.003290603531945662	-0.106525874989245	UNCHANGED	CSD1/CSD2/CCS (Cu/Zn superoxide dismutases)	Oxidative stress response	Oxidative stress is a major spaceflight stress; miR398 downregulation would increase CSD levels	AT1G08830;AT2G28190;AT5G18100		1.0
miR408	Ecotype_ecotype_simpleother	factorial	2	2	2	0	2	inf	0.02044666809037404	-1.913668181093775	-1.913668181093775	UP (targets suppressed)	Plantacyanin, laccase	Copper homeostasis, cell wall	Cell wall remodeling in microgravity	AT2G44790;AT5G20230	AT5G20230;AT2G44790	1.0
miR157	Ecotype_ecotype_simpleother	factorial	4	4	1	1	0	1.9978015938444629	0.460627746014215	0.47569289889244026	0.584285274730926	DOWN (targets de-repressed)	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing	Same as miR156	AT2G42200;AT5G43270;AT1G20980;AT2G33810	AT2G33810	1.0
miR158	Ecotype_ecotype_simpleother	factorial	2	2	1	1	0	5.993954383072273	0.2655706972496644	0.9351908543904255	0.9351908543904255	DOWN (targets de-repressed)	PPR (pentatricopeptide repeat)	RNA processing in organelles	Organelle function may be affected in microgravity	AT1G06580;AT1G62670	AT1G62670	1.0
miR395	Ecotype_ecotype_simpleother	factorial	4	4	1	0	1	1.9978015938444629	0.460627746014215	-0.3917820396874172	-0.040542334498041	UP (targets suppressed)	APS1/APS3/APS4/SULTR2;1	Sulfate assimilation and transport	Nutrient metabolism may be altered in spaceflight	AT3G22890;AT5G67500;AT1G80840;AT3G22890	AT1G80840	1.0
miR156	Flight_CARA_FLT_vs_GC	factorial	8	8	0	0	0	0.0	1.0	0.27353309530815456	0.19586035766025406	UNCHANGED	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing, vegetative phase change	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing	AT2G42200;AT5G43270;AT1G20980;AT2G33810;AT3G15270;AT1G53160;AT5G50570;AT1G28550		1.0
miR159	Flight_CARA_FLT_vs_GC	factorial	4	4	0	0	0	0.0	1.0	0.017403089859460937	-0.06140875442056065	UNCHANGED	MYB33/MYB65/GAMYB	ABA signaling, germination, stress response	ABA signaling is altered in microgravity; miR159 is a key ABA-responsive miRNA	AT1G66370;AT2G42200;AT5G06100;AT3G11400		1.0
miR160	Flight_CARA_FLT_vs_GC	factorial	3	3	0	0	0	0.0	1.0	0.04219262995189003	0.0514577378572616	UNCHANGED	ARF10/ARF16/ARF17	Auxin signaling, root cap formation, leaf development	Auxin redistribution is central to gravitropic response; ARF10/16/17 regulate root gravitropism	AT2G28350;AT4G30080;AT1G77850		1.0
miR164	Flight_CARA_FLT_vs_GC	factorial	4	4	0	0	0	0.0	1.0	-0.03049600079112503	-0.029916183553600054	UNCHANGED	NAC1/CUC1/CUC2	Lateral root development, organ boundary formation	Lateral root development is altered in microgravity; NAC1 mediates auxin signaling in roots	AT1G56010;AT5G61430;AT5G07680;AT3G15170		1.0
miR165	Flight_CARA_FLT_vs_GC	factorial	4	4	0	0	0	0.0	1.0	-0.12294094515021775	-0.2186176176035785	UNCHANGED	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development, meristem	Vascular patterning may be affected by altered auxin flow in microgravity	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR166	Flight_CARA_FLT_vs_GC	factorial	4	4	0	0	0	0.0	1.0	-0.12294094515021775	-0.2186176176035785	UNCHANGED	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development	Same as miR165	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR167	Flight_CARA_FLT_vs_GC	factorial	3	3	0	0	0	0.0	1.0	-0.007487200313607334	-0.13624348582589	UNCHANGED	ARF6/ARF8	Auxin signaling, root development, flower development	ARF6/8 regulate lateral root initiation; auxin redistribution in microgravity affects root architecture	AT1G30330;AT2G33810;AT5G37020		1.0
miR169	Flight_CARA_FLT_vs_GC	factorial	4	4	0	0	0	0.0	1.0	0.1004723075986687	0.012714114507773405	UNCHANGED	NF-YA (nuclear factor Y, subunit A)	Drought stress, ABA signaling, flowering	NF-YA regulates drought stress; spaceflight induces stress-like transcriptional responses	AT1G54160;AT5G12840;AT3G05690;AT3G20910		1.0
miR171	Flight_CARA_FLT_vs_GC	factorial	4	4	0	0	0	0.0	1.0	-0.14465253664066738	-0.13570614964233174	UNCHANGED	SCL6/SCL22/SCL27 (GRAS domain)	Meristem maintenance, leaf development	Meristem function is altered in microgravity	AT2G45160;AT3G60150;AT4G00150;AT1G69170		1.0
miR172	Flight_CARA_FLT_vs_GC	factorial	4	4	0	0	0	0.0	1.0	0.025208106247328273	0.03391094249832	UNCHANGED	AP2/TOE1/TOE2/SMZ	Flowering time, floral identity	Flowering time is altered in spaceflight	AT2G28550;AT5G67030;AT4G36920;AT5G11560		1.0
miR319	Flight_CARA_FLT_vs_GC	factorial	4	4	0	0	0	0.0	1.0	-0.4250784110641786	-0.2567462141789865	UP (targets suppressed)	TCP2/TCP3/TCP4/TCP10	Leaf development, jasmonate biosynthesis	TCPs regulate leaf morphology; spaceflight affects leaf development	AT1G53230;AT2G31070;AT3G15030;AT5G08310		1.0
miR393	Flight_CARA_FLT_vs_GC	factorial	4	4	0	0	0	0.0	1.0	-0.013916261118194998	-0.026385561811571798	UNCHANGED	TIR1/AFB2/AFB3 (auxin receptors)	Auxin perception, stress response	TIR1 is the auxin receptor; miR393-mediated downregulation would alter auxin sensitivity in microgravity	AT3G62980;AT5G44750;AT5G64360;AT2G39360		1.0
