sample_name	osd_id	hardware	cfd_hardware	flight_final	gravity_key	organ_final	cfd_scale	gravity_g	g_bl_mol_m2_s	delta_mm	sherwood	dC_CO2_mean_bl	o2_excess_ppm_bl	u_max	Ra_H2O	dC_H2O_mean	dC_H2O_peak	dC_CO2_mean	dC_CO2_peak	dC_O2_mean	dC_O2_peak	surf_dC_H2O_hw	surf_dC_CO2_hw	dishmean_CO2_hw	carbon_12h_pct_earth	A_start_umol_m2_s	A_end_umol_m2_s	net_assimilation_pct	co2_drawdown_mean_ppm	co2_drawdown_peak_ppm	o2_buildup_mean_ppm	enclosure_type	co2_depletion_min	co2_stress_hr	o2_hypoxia_days	earth_equiv_fan_cm_s	has_forced_airflow	fan_cm_s
FT-E2_S11_L001	OSD-522	BRIC-LED	BRIC	FLT	ug	shoot	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
FT-F2_S12_L001	OSD-522	BRIC-LED	BRIC	FLT	ug	shoot	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
GC-A2_S1_L001	OSD-522	BRIC-LED	BRIC	GC	earth	shoot	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
GC-B2_S2_L001	OSD-522	BRIC-LED	BRIC	GC	earth	shoot	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
GC-C2_S3_L001	OSD-522	BRIC-LED	BRIC	GC	earth	shoot	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
GC-D2_S4_L001	OSD-522	BRIC-LED	BRIC	GC	earth	shoot	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
GC-E2_S5_L001	OSD-522	BRIC-LED	BRIC	GC	earth	shoot	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
GC-F2_S6_L001	OSD-522	BRIC-LED	BRIC	GC	earth	shoot	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
R01_roots	OSD-615	Veggie	VEGGIE	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
R02_roots	OSD-615	Veggie	VEGGIE	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
R03_roots	OSD-615	Veggie	VEGGIE	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
R04_roots	OSD-615	Veggie	VEGGIE	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
R05_roots	OSD-615	Veggie	VEGGIE	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
R06_roots	OSD-615	Veggie	VEGGIE	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
R07_roots	OSD-615	Veggie	VEGGIE	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
R08_roots	OSD-615	Veggie	VEGGIE	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
R09_roots	OSD-615	Veggie	VEGGIE	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
R10_roots	OSD-615	Veggie	VEGGIE	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
R11_roots	OSD-615	Veggie	VEGGIE	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
R12_roots	OSD-615	Veggie	VEGGIE	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
SRS13753904	OSD-625	Veggie	VEGGIE	GC	earth	unknown	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
SRS13753905	OSD-625	Veggie	VEGGIE	GC	earth	unknown	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
SRS13753906	OSD-625	Veggie	VEGGIE	GC	earth	unknown	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
SRS13753907	OSD-625	Veggie	VEGGIE	GC	earth	unknown	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
SRS13753908	OSD-625	Veggie	VEGGIE	FLT	ug	unknown	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
SRS13753909	OSD-625	Veggie	VEGGIE	FLT	ug	unknown	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
SRS13753910	OSD-625	Veggie	VEGGIE	FLT	ug	unknown	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
SRS13753911	OSD-625	Veggie	VEGGIE	FLT	ug	unknown	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
SRS13753912	OSD-625	Veggie	VEGGIE	GC	earth	unknown	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
SRS13753913	OSD-625	Veggie	VEGGIE	GC	earth	unknown	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
SRS13753914	OSD-625	Veggie	VEGGIE	FLT	ug	unknown	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
SRS13753915	OSD-625	Veggie	VEGGIE	FLT	ug	unknown	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
SRS13753916	OSD-625	Veggie	VEGGIE	FLT	ug	unknown	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
SRS13753917	OSD-625	Veggie	VEGGIE	FLT	ug	unknown	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
SRS13753918	OSD-625	Veggie	VEGGIE	GC	earth	unknown	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
SRS13753919	OSD-625	Veggie	VEGGIE	GC	earth	unknown	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
Flight_Col-0_Dark_bio_rep1	OSD-678	Veggie	VEGGIE	FLT	ug	leaf	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
Flight_Col-0_Dark_bio_rep2	OSD-678	Veggie	VEGGIE	FLT	ug	leaf	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
Flight_Col-0_Dark_bio_rep3	OSD-678	Veggie	VEGGIE	FLT	ug	leaf	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
Flight_Col-0_Light_bio_rep1	OSD-678	Veggie	VEGGIE	FLT	ug	leaf	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
Flight_Col-0_Light_bio_rep2	OSD-678	Veggie	VEGGIE	FLT	ug	leaf	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
Flight_Col-0_Light_bio_rep3	OSD-678	Veggie	VEGGIE	FLT	ug	leaf	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
Ground_control_Col-0_Dark_bio_rep1	OSD-678	Veggie	VEGGIE	GC	earth	leaf	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
Ground_control_Col-0_Dark_bio_rep2	OSD-678	Veggie	VEGGIE	GC	earth	leaf	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
Ground_control_Col-0_Dark_bio_rep3	OSD-678	Veggie	VEGGIE	GC	earth	leaf	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
Ground_control_Col-0_Light_bio_rep1	OSD-678	Veggie	VEGGIE	GC	earth	leaf	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
Ground_control_Col-0_Light_bio_rep2	OSD-678	Veggie	VEGGIE	GC	earth	leaf	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
Ground_control_Col-0_Light_bio_rep3	OSD-678	Veggie	VEGGIE	GC	earth	leaf	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
